logit_l2,ridge_alpha,probability_weight,prob_cal_window,price_cal_window
30.0,0.1,0.3,20,60
30.0,0.1,0.35,20,0
30.0,0.1,0.35,20,20
30.0,0.1,0.35,20,40
30.0,0.1,0.35,20,60
30.0,0.1,0.4,20,0
30.0,0.1,0.4,20,20
30.0,0.1,0.4,20,40
30.0,0.1,0.4,20,60
30.0,0.1,0.45,20,0
30.0,0.1,0.45,20,20
30.0,0.1,0.45,20,40
30.0,0.1,0.45,20,60
30.0,0.1,0.5,20,0
30.0,0.1,0.5,20,20
30.0,0.1,0.5,20,40
30.0,0.1,0.5,20,60
30.0,0.1,0.55,20,0
30.0,0.1,0.55,20,20
30.0,0.1,0.55,20,40
30.0,0.1,0.55,20,60
30.0,0.1,0.6,20,0
30.0,0.1,0.6,20,20
30.0,0.1,0.6,20,40
30.0,0.1,0.6,20,60
30.0,0.1,0.65,20,0
30.0,0.1,0.65,20,20
30.0,0.1,0.65,20,40
30.0,0.1,0.65,20,60
30.0,0.1,0.69,20,0
30.0,0.1,0.69,20,20
30.0,0.1,0.69,20,40
30.0,0.1,0.69,20,60
30.0,0.1,0.7,20,0
30.0,0.1,0.7,20,20
30.0,0.1,0.7,20,40
30.0,0.1,0.7,20,60
30.0,0.1,0.75,20,0
30.0,0.1,0.75,20,20
30.0,0.1,0.75,20,40
30.0,0.1,0.75,20,60
30.0,0.1,0.8,20,0
30.0,0.1,0.8,20,20
30.0,0.1,0.8,20,40
30.0,0.1,0.8,20,60
30.0,0.1,0.85,20,0
30.0,0.1,0.85,20,20
30.0,0.1,0.85,20,40
30.0,0.1,0.85,20,60
30.0,0.1,0.9,20,0
30.0,0.1,0.9,20,20
30.0,0.1,0.9,20,40
30.0,0.1,0.9,20,60
30.0,0.1,0.95,20,0
30.0,0.1,0.95,20,20
30.0,0.1,0.95,20,40
30.0,0.1,0.95,20,60
30.0,0.1,1.0,20,0
30.0,0.1,1.0,20,20
30.0,0.1,1.0,20,40
30.0,0.1,1.0,20,60
30.0,1.0,0.0,20,0
30.0,1.0,0.0,20,20
30.0,1.0,0.0,20,40
30.0,1.0,0.0,20,60
30.0,1.0,0.05,20,0
30.0,1.0,0.05,20,20
30.0,1.0,0.05,20,40
30.0,1.0,0.05,20,60
30.0,1.0,0.1,20,0
30.0,1.0,0.1,20,20
30.0,1.0,0.1,20,40
30.0,1.0,0.1,20,60
30.0,1.0,0.15,20,0
30.0,1.0,0.15,20,20
30.0,1.0,0.15,20,40
30.0,1.0,0.15,20,60
30.0,1.0,0.2,20,0
30.0,1.0,0.2,20,20
30.0,1.0,0.2,20,40
30.0,1.0,0.2,20,60
30.0,1.0,0.25,20,0
30.0,1.0,0.25,20,20
30.0,1.0,0.25,20,40
30.0,1.0,0.25,20,60
30.0,1.0,0.3,20,0
30.0,1.0,0.3,20,20
30.0,1.0,0.3,20,40
30.0,1.0,0.3,20,60
30.0,1.0,0.35,20,0
30.0,1.0,0.35,20,20
30.0,1.0,0.35,20,40
30.0,1.0,0.35,20,60
30.0,1.0,0.4,20,0
30.0,1.0,0.4,20,20
30.0,1.0,0.4,20,40
30.0,1.0,0.4,20,60
30.0,1.0,0.45,20,0
30.0,1.0,0.45,20,20
30.0,1.0,0.45,20,40
30.0,1.0,0.45,20,60
30.0,1.0,0.5,20,0
30.0,1.0,0.5,20,20
30.0,1.0,0.5,20,40
30.0,1.0,0.5,20,60
30.0,1.0,0.55,20,0
30.0,1.0,0.55,20,20
30.0,1.0,0.55,20,40
30.0,1.0,0.55,20,60
30.0,1.0,0.6,20,0
30.0,1.0,0.6,20,20
30.0,1.0,0.6,20,40
30.0,1.0,0.6,20,60
30.0,1.0,0.65,20,0
30.0,1.0,0.65,20,20
30.0,1.0,0.65,20,40
30.0,1.0,0.65,20,60
30.0,1.0,0.69,20,0
30.0,1.0,0.69,20,20
30.0,1.0,0.69,20,40
30.0,1.0,0.69,20,60
30.0,1.0,0.7,20,0
30.0,1.0,0.7,20,20
30.0,1.0,0.7,20,40
30.0,1.0,0.7,20,60
30.0,1.0,0.75,20,0
30.0,1.0,0.75,20,20
30.0,1.0,0.75,20,40
30.0,1.0,0.75,20,60
30.0,1.0,0.8,20,0
30.0,1.0,0.8,20,20
30.0,1.0,0.8,20,40
30.0,1.0,0.8,20,60
30.0,1.0,0.85,20,0
30.0,1.0,0.85,20,20
30.0,1.0,0.85,20,40
30.0,1.0,0.85,20,60
30.0,1.0,0.9,20,0
30.0,1.0,0.9,20,20
30.0,1.0,0.9,20,40
30.0,1.0,0.9,20,60
30.0,1.0,0.95,20,0
30.0,1.0,0.95,20,20
30.0,1.0,0.95,20,40
30.0,1.0,0.95,20,60
30.0,1.0,1.0,20,0
30.0,1.0,1.0,20,20
30.0,1.0,1.0,20,40
30.0,1.0,1.0,20,60
30.0,3.0,0.0,20,0
30.0,3.0,0.0,20,20
30.0,3.0,0.0,20,40
30.0,3.0,0.0,20,60
30.0,3.0,0.05,20,0
30.0,3.0,0.05,20,20
30.0,3.0,0.05,20,40
30.0,3.0,0.05,20,60
30.0,3.0,0.1,20,0
30.0,3.0,0.1,20,20
30.0,3.0,0.1,20,40
30.0,3.0,0.1,20,60
30.0,3.0,0.15,20,0
30.0,3.0,0.15,20,20
30.0,3.0,0.15,20,40
30.0,3.0,0.15,20,60
30.0,3.0,0.2,20,0
30.0,3.0,0.2,20,20
30.0,3.0,0.2,20,40
30.0,3.0,0.2,20,60
30.0,3.0,0.25,20,0
30.0,3.0,0.25,20,20
30.0,3.0,0.25,20,40
30.0,3.0,0.25,20,60
30.0,3.0,0.3,20,0
30.0,3.0,0.3,20,20
30.0,3.0,0.3,20,40
30.0,3.0,0.3,20,60
30.0,3.0,0.35,20,0
30.0,3.0,0.35,20,20
30.0,3.0,0.35,20,40
30.0,3.0,0.35,20,60
30.0,3.0,0.4,20,0
30.0,3.0,0.4,20,20
30.0,3.0,0.4,20,40
30.0,3.0,0.4,20,60
30.0,3.0,0.45,20,0
30.0,3.0,0.45,20,20
30.0,3.0,0.45,20,40
30.0,3.0,0.45,20,60
30.0,3.0,0.5,20,0
30.0,3.0,0.5,20,20
30.0,3.0,0.5,20,40
30.0,3.0,0.5,20,60
30.0,3.0,0.55,20,0
30.0,3.0,0.55,20,20
30.0,3.0,0.55,20,40
30.0,3.0,0.55,20,60
30.0,3.0,0.6,20,0
30.0,3.0,0.6,20,20
30.0,3.0,0.6,20,40
30.0,3.0,0.6,20,60
30.0,3.0,0.65,20,0
30.0,3.0,0.65,20,20
30.0,3.0,0.65,20,40
30.0,3.0,0.65,20,60
30.0,3.0,0.69,20,0
30.0,3.0,0.69,20,20
30.0,3.0,0.69,20,40
30.0,3.0,0.69,20,60
30.0,3.0,0.7,20,0
30.0,3.0,0.7,20,20
30.0,3.0,0.7,20,40
30.0,3.0,0.7,20,60
30.0,3.0,0.75,20,0
30.0,3.0,0.75,20,20
30.0,3.0,0.75,20,40
30.0,3.0,0.75,20,60
30.0,3.0,0.8,20,0
30.0,3.0,0.8,20,20
30.0,3.0,0.8,20,40
30.0,3.0,0.8,20,60
30.0,3.0,0.85,20,0
30.0,3.0,0.85,20,20
30.0,3.0,0.85,20,40
30.0,3.0,0.85,20,60
30.0,3.0,0.9,20,0
30.0,3.0,0.9,20,20
30.0,3.0,0.9,20,40
30.0,3.0,0.9,20,60
30.0,3.0,0.95,20,0
30.0,3.0,0.95,20,20
30.0,3.0,0.95,20,40
30.0,3.0,0.95,20,60
30.0,3.0,1.0,20,0
30.0,3.0,1.0,20,20
30.0,3.0,1.0,20,40
30.0,3.0,1.0,20,60
30.0,10.0,0.0,20,0
30.0,10.0,0.0,20,20
30.0,10.0,0.0,20,40
30.0,10.0,0.0,20,60
30.0,10.0,0.05,20,0
30.0,10.0,0.05,20,20
30.0,10.0,0.05,20,40
30.0,10.0,0.05,20,60
30.0,10.0,0.1,20,0
30.0,10.0,0.1,20,20
30.0,10.0,0.1,20,40
30.0,10.0,0.1,20,60
30.0,10.0,0.15,20,0
30.0,10.0,0.15,20,20
30.0,10.0,0.15,20,40
30.0,10.0,0.15,20,60
30.0,10.0,0.2,20,0
30.0,10.0,0.2,20,20
30.0,10.0,0.2,20,40
30.0,10.0,0.2,20,60
30.0,10.0,0.25,20,0
30.0,10.0,0.25,20,20
30.0,10.0,0.25,20,40
30.0,10.0,0.25,20,60
30.0,10.0,0.3,20,0
30.0,10.0,0.3,20,20
30.0,10.0,0.3,20,40
30.0,10.0,0.3,20,60
30.0,10.0,0.35,20,0
30.0,10.0,0.35,20,20
30.0,10.0,0.35,20,40
30.0,10.0,0.35,20,60
30.0,10.0,0.4,20,0
30.0,10.0,0.4,20,20
30.0,10.0,0.4,20,40
30.0,10.0,0.4,20,60
30.0,10.0,0.45,20,0
30.0,10.0,0.45,20,20
30.0,10.0,0.45,20,40
30.0,10.0,0.45,20,60
30.0,10.0,0.5,20,0
30.0,10.0,0.5,20,20
30.0,10.0,0.5,20,40
30.0,10.0,0.5,20,60
30.0,10.0,0.55,20,0
30.0,10.0,0.55,20,20
30.0,10.0,0.55,20,40
30.0,10.0,0.55,20,60
30.0,10.0,0.6,20,0
30.0,10.0,0.6,20,20
30.0,10.0,0.6,20,40
30.0,10.0,0.6,20,60
30.0,10.0,0.65,20,0
30.0,10.0,0.65,20,20
30.0,10.0,0.65,20,40
30.0,10.0,0.65,20,60
30.0,10.0,0.69,20,0
30.0,10.0,0.69,20,20
30.0,10.0,0.69,20,40
30.0,10.0,0.69,20,60
30.0,10.0,0.7,20,0
30.0,10.0,0.7,20,20
30.0,10.0,0.7,20,40
30.0,10.0,0.7,20,60
30.0,10.0,0.75,20,0
30.0,10.0,0.75,20,20
30.0,10.0,0.75,20,40
30.0,10.0,0.75,20,60
30.0,10.0,0.8,20,0
30.0,10.0,0.8,20,20
30.0,10.0,0.8,20,40
30.0,10.0,0.8,20,60
30.0,10.0,0.85,20,0
30.0,10.0,0.85,20,20
30.0,10.0,0.85,20,40
30.0,10.0,0.85,20,60
30.0,10.0,0.9,20,0
30.0,10.0,0.9,20,20
30.0,10.0,0.9,20,40
30.0,10.0,0.9,20,60
30.0,10.0,0.95,20,0
30.0,10.0,0.95,20,20
30.0,10.0,0.95,20,40
30.0,10.0,0.95,20,60
30.0,10.0,1.0,20,0
30.0,10.0,1.0,20,20
30.0,10.0,1.0,20,40
30.0,10.0,1.0,20,60
30.0,30.0,0.0,20,0
30.0,30.0,0.0,20,20
30.0,30.0,0.0,20,40
30.0,30.0,0.0,20,60
30.0,30.0,0.05,20,0
30.0,30.0,0.05,20,20
30.0,30.0,0.05,20,40
30.0,30.0,0.05,20,60
30.0,30.0,0.1,20,0
30.0,30.0,0.1,20,20
30.0,30.0,0.1,20,40
30.0,30.0,0.1,20,60
30.0,30.0,0.15,20,0
30.0,30.0,0.15,20,20
30.0,30.0,0.15,20,40
30.0,30.0,0.15,20,60
30.0,30.0,0.2,20,0
30.0,30.0,0.2,20,20
30.0,30.0,0.2,20,40
30.0,30.0,0.2,20,60
30.0,30.0,0.25,20,0
30.0,30.0,0.25,20,20
30.0,30.0,0.25,20,40
30.0,30.0,0.25,20,60
30.0,30.0,0.3,20,0
30.0,30.0,0.3,20,20
30.0,30.0,0.3,20,40
30.0,30.0,0.3,20,60
30.0,30.0,0.35,20,0
30.0,30.0,0.35,20,20
30.0,30.0,0.35,20,40
30.0,30.0,0.35,20,60
30.0,30.0,0.4,20,0
30.0,30.0,0.4,20,20
30.0,30.0,0.4,20,40
30.0,30.0,0.4,20,60
30.0,30.0,0.45,20,0
30.0,30.0,0.45,20,20
30.0,30.0,0.45,20,40
30.0,30.0,0.45,20,60
30.0,30.0,0.5,20,0
30.0,30.0,0.5,20,20
30.0,30.0,0.5,20,40
30.0,30.0,0.5,20,60
30.0,30.0,0.55,20,0
30.0,30.0,0.55,20,20
30.0,30.0,0.55,20,40
30.0,30.0,0.55,20,60
30.0,30.0,0.6,20,0
30.0,30.0,0.6,20,20
30.0,30.0,0.6,20,40
30.0,30.0,0.6,20,60
30.0,30.0,0.65,20,0
30.0,30.0,0.65,20,20
30.0,30.0,0.65,20,40
30.0,30.0,0.65,20,60
30.0,30.0,0.69,20,0
30.0,30.0,0.69,20,20
30.0,30.0,0.69,20,40
30.0,30.0,0.69,20,60
30.0,30.0,0.7,20,0
30.0,30.0,0.7,20,20
30.0,30.0,0.7,20,40
30.0,30.0,0.7,20,60
30.0,30.0,0.75,20,0
30.0,30.0,0.75,20,20
30.0,30.0,0.75,20,40
30.0,30.0,0.75,20,60
30.0,30.0,0.8,20,0
30.0,30.0,0.8,20,20
30.0,30.0,0.8,20,40
30.0,30.0,0.8,20,60
30.0,30.0,0.85,20,0
30.0,30.0,0.85,20,20
30.0,30.0,0.85,20,40
30.0,30.0,0.85,20,60
30.0,30.0,0.9,20,0
30.0,30.0,0.9,20,20
30.0,30.0,0.9,20,40
30.0,30.0,0.9,20,60
30.0,30.0,0.95,20,0
30.0,30.0,0.95,20,20
30.0,30.0,0.95,20,40
30.0,30.0,0.95,20,60
30.0,30.0,1.0,20,0
30.0,30.0,1.0,20,20
30.0,30.0,1.0,20,40
30.0,30.0,1.0,20,60
30.0,100.0,0.0,20,0
30.0,100.0,0.0,20,20
30.0,100.0,0.0,20,40
30.0,100.0,0.0,20,60
30.0,100.0,0.05,20,0
30.0,100.0,0.05,20,20
30.0,100.0,0.05,20,40
30.0,100.0,0.05,20,60
30.0,100.0,0.1,20,0
30.0,100.0,0.1,20,20
30.0,100.0,0.1,20,40
30.0,100.0,0.1,20,60
30.0,100.0,0.15,20,0
30.0,100.0,0.15,20,20
30.0,100.0,0.15,20,40
30.0,100.0,0.15,20,60
30.0,100.0,0.2,20,0
30.0,100.0,0.2,20,20
30.0,100.0,0.2,20,40
30.0,100.0,0.2,20,60
30.0,100.0,0.25,20,0
30.0,100.0,0.25,20,20
30.0,100.0,0.25,20,40
30.0,100.0,0.25,20,60
30.0,100.0,0.3,20,0
30.0,100.0,0.3,20,20
30.0,100.0,0.3,20,40
30.0,100.0,0.3,20,60
30.0,100.0,0.35,20,0
30.0,100.0,0.35,20,20
30.0,100.0,0.35,20,40
30.0,100.0,0.35,20,60
30.0,100.0,0.4,20,0
30.0,100.0,0.4,20,20
30.0,100.0,0.4,20,40
30.0,100.0,0.4,20,60
30.0,100.0,0.45,20,0
30.0,100.0,0.45,20,20
30.0,100.0,0.45,20,40
30.0,100.0,0.45,20,60
30.0,100.0,0.5,20,0
30.0,100.0,0.5,20,20
30.0,100.0,0.5,20,40
30.0,100.0,0.5,20,60
30.0,100.0,0.55,20,0
30.0,100.0,0.55,20,20
30.0,100.0,0.55,20,40
30.0,100.0,0.55,20,60
30.0,100.0,0.6,20,0
30.0,100.0,0.6,20,20
30.0,100.0,0.6,20,40
30.0,100.0,0.6,20,60
30.0,100.0,0.65,20,0
30.0,100.0,0.65,20,20
30.0,100.0,0.65,20,40
30.0,100.0,0.65,20,60
30.0,100.0,0.69,20,0
30.0,100.0,0.69,20,20
30.0,100.0,0.69,20,40
30.0,100.0,0.69,20,60
30.0,100.0,0.7,20,0
30.0,100.0,0.7,20,20
30.0,100.0,0.7,20,40
30.0,100.0,0.7,20,60
30.0,100.0,0.75,20,0
30.0,100.0,0.75,20,20
30.0,100.0,0.75,20,40
30.0,100.0,0.75,20,60
30.0,100.0,0.8,20,0
30.0,100.0,0.8,20,20
30.0,100.0,0.8,20,40
30.0,100.0,0.8,20,60
30.0,100.0,0.85,20,0
30.0,100.0,0.85,20,20
30.0,100.0,0.85,20,40
30.0,100.0,0.85,20,60
30.0,100.0,0.9,20,0
30.0,100.0,0.9,20,20
30.0,100.0,0.9,20,40
30.0,100.0,0.9,20,60
30.0,100.0,0.95,20,0
30.0,100.0,0.95,20,20
30.0,100.0,0.95,20,40
30.0,100.0,0.95,20,60
30.0,100.0,1.0,20,0
30.0,100.0,1.0,20,20
30.0,100.0,1.0,20,40
30.0,100.0,1.0,20,60
30.0,0.1,0.0,40,0
30.0,0.1,0.0,40,20
30.0,0.1,0.0,40,40
30.0,0.1,0.0,40,60
30.0,0.1,0.05,40,0
30.0,0.1,0.05,40,20
30.0,0.1,0.05,40,40
30.0,0.1,0.05,40,60
30.0,0.1,0.1,40,0
30.0,0.1,0.1,40,20
30.0,0.1,0.1,40,40
30.0,0.1,0.1,40,60
30.0,0.1,0.15,40,0
30.0,0.1,0.15,40,20
30.0,0.1,0.15,40,40
30.0,0.1,0.15,40,60
30.0,0.1,0.2,40,0
30.0,0.1,0.2,40,20
30.0,0.1,0.2,40,40
30.0,0.1,0.2,40,60
30.0,0.1,0.25,40,0
30.0,0.1,0.25,40,20
30.0,0.1,0.25,40,40
30.0,0.1,0.25,40,60
30.0,0.1,0.3,40,0
30.0,0.1,0.3,40,20
30.0,0.1,0.3,40,40
30.0,0.1,0.3,40,60
30.0,0.1,0.35,40,0
30.0,0.1,0.35,40,20
30.0,0.1,0.35,40,40
30.0,0.1,0.35,40,60
30.0,0.1,0.4,40,0
30.0,0.1,0.4,40,20
30.0,0.1,0.4,40,40
30.0,0.1,0.4,40,60
30.0,0.1,0.45,40,0
30.0,0.1,0.45,40,20
30.0,0.1,0.45,40,40
30.0,0.1,0.45,40,60
30.0,0.1,0.5,40,0
30.0,0.1,0.5,40,20
30.0,0.1,0.5,40,40
30.0,0.1,0.5,40,60
30.0,0.1,0.55,40,0
30.0,0.1,0.55,40,20
30.0,0.1,0.55,40,40
30.0,0.1,0.55,40,60
30.0,0.1,0.6,40,0
30.0,0.1,0.6,40,20
30.0,0.1,0.6,40,40
30.0,0.1,0.6,40,60
30.0,0.1,0.65,40,0
30.0,0.1,0.65,40,20
30.0,0.1,0.65,40,40
30.0,0.1,0.65,40,60
30.0,0.1,0.69,40,0
30.0,0.1,0.69,40,20
30.0,0.1,0.69,40,40
30.0,0.1,0.69,40,60
30.0,0.1,0.7,40,0
30.0,0.1,0.7,40,20
30.0,0.1,0.7,40,40
30.0,0.1,0.7,40,60
30.0,0.1,0.75,40,0
30.0,0.1,0.75,40,20
30.0,0.1,0.75,40,40
30.0,0.1,0.75,40,60
30.0,0.1,0.8,40,0
30.0,0.1,0.8,40,20
30.0,0.1,0.8,40,40
30.0,0.1,0.8,40,60
30.0,0.1,0.85,40,0
30.0,0.1,0.85,40,20
30.0,0.1,0.85,40,40
30.0,0.1,0.85,40,60
30.0,0.1,0.9,40,0
30.0,0.1,0.9,40,20
30.0,0.1,0.9,40,40
30.0,0.1,0.9,40,60
30.0,0.1,0.95,40,0
30.0,0.1,0.95,40,20
30.0,0.1,0.95,40,40
30.0,0.1,0.95,40,60
30.0,0.1,1.0,40,0
30.0,0.1,1.0,40,20
30.0,0.1,1.0,40,40
30.0,0.1,1.0,40,60
30.0,1.0,0.0,40,0
30.0,1.0,0.0,40,20
30.0,1.0,0.0,40,40
30.0,1.0,0.0,40,60
30.0,1.0,0.05,40,0
30.0,1.0,0.05,40,20
30.0,1.0,0.05,40,40
30.0,1.0,0.05,40,60
30.0,1.0,0.1,40,0
30.0,1.0,0.1,40,20
30.0,1.0,0.1,40,40
30.0,1.0,0.1,40,60
30.0,1.0,0.15,40,0
30.0,1.0,0.15,40,20
30.0,1.0,0.15,40,40
30.0,1.0,0.15,40,60
30.0,1.0,0.2,40,0
30.0,1.0,0.2,40,20
30.0,1.0,0.2,40,40
30.0,1.0,0.2,40,60
30.0,1.0,0.25,40,0
30.0,1.0,0.25,40,20
30.0,1.0,0.25,40,40
30.0,1.0,0.25,40,60
30.0,1.0,0.3,40,0
30.0,1.0,0.3,40,20
30.0,1.0,0.3,40,40
30.0,1.0,0.3,40,60
30.0,1.0,0.35,40,0
30.0,1.0,0.35,40,20
30.0,1.0,0.35,40,40
30.0,1.0,0.35,40,60
30.0,1.0,0.4,40,0
30.0,1.0,0.4,40,20
30.0,1.0,0.4,40,40
30.0,1.0,0.4,40,60
30.0,1.0,0.45,40,0
30.0,1.0,0.45,40,20
30.0,1.0,0.45,40,40
30.0,1.0,0.45,40,60
30.0,1.0,0.5,40,0
30.0,1.0,0.5,40,20
30.0,1.0,0.5,40,40
30.0,1.0,0.5,40,60
30.0,1.0,0.55,40,0
30.0,1.0,0.55,40,20
30.0,1.0,0.55,40,40
30.0,1.0,0.55,40,60
30.0,1.0,0.6,40,0
30.0,1.0,0.6,40,20
30.0,1.0,0.6,40,40
30.0,1.0,0.6,40,60
30.0,1.0,0.65,40,0
30.0,1.0,0.65,40,20
30.0,1.0,0.65,40,40
30.0,1.0,0.65,40,60
30.0,1.0,0.69,40,0
30.0,1.0,0.69,40,20
30.0,1.0,0.69,40,40
30.0,1.0,0.69,40,60
30.0,1.0,0.7,40,0
30.0,1.0,0.7,40,20
30.0,1.0,0.7,40,40
30.0,1.0,0.7,40,60
30.0,1.0,0.75,40,0
30.0,1.0,0.75,40,20
30.0,1.0,0.75,40,40
30.0,1.0,0.75,40,60
30.0,1.0,0.8,40,0
30.0,1.0,0.8,40,20
30.0,1.0,0.8,40,40
30.0,1.0,0.8,40,60
30.0,1.0,0.85,40,0
30.0,1.0,0.85,40,20
30.0,1.0,0.85,40,40
30.0,1.0,0.85,40,60
30.0,1.0,0.9,40,0
30.0,1.0,0.9,40,20
30.0,1.0,0.9,40,40
30.0,1.0,0.9,40,60
30.0,1.0,0.95,40,0
30.0,1.0,0.95,40,20
30.0,1.0,0.95,40,40
30.0,1.0,0.95,40,60
30.0,1.0,1.0,40,0
30.0,1.0,1.0,40,20
30.0,1.0,1.0,40,40
30.0,1.0,1.0,40,60
30.0,3.0,0.0,40,0
30.0,3.0,0.0,40,20
30.0,3.0,0.0,40,40
30.0,3.0,0.0,40,60
30.0,3.0,0.05,40,0
30.0,3.0,0.05,40,20
30.0,3.0,0.05,40,40
30.0,3.0,0.05,40,60
30.0,3.0,0.1,40,0
30.0,3.0,0.1,40,20
30.0,3.0,0.1,40,40
30.0,3.0,0.1,40,60
30.0,3.0,0.15,40,0
30.0,3.0,0.15,40,20
30.0,3.0,0.15,40,40
30.0,3.0,0.15,40,60
30.0,3.0,0.2,40,0
30.0,3.0,0.2,40,20
30.0,3.0,0.2,40,40
30.0,3.0,0.2,40,60
30.0,3.0,0.25,40,0
30.0,3.0,0.25,40,20
30.0,3.0,0.25,40,40
30.0,3.0,0.25,40,60
30.0,3.0,0.3,40,0
30.0,3.0,0.3,40,20
30.0,3.0,0.3,40,40
30.0,3.0,0.3,40,60
30.0,3.0,0.35,40,0
30.0,3.0,0.35,40,20
30.0,3.0,0.35,40,40
30.0,3.0,0.35,40,60
30.0,3.0,0.4,40,0
30.0,3.0,0.4,40,20
30.0,3.0,0.4,40,40
30.0,3.0,0.4,40,60
30.0,3.0,0.45,40,0
30.0,3.0,0.45,40,20
30.0,3.0,0.45,40,40
30.0,3.0,0.45,40,60
30.0,3.0,0.5,40,0
30.0,3.0,0.5,40,20
30.0,3.0,0.5,40,40
30.0,3.0,0.5,40,60
30.0,3.0,0.55,40,0
30.0,3.0,0.55,40,20
30.0,3.0,0.55,40,40
30.0,3.0,0.55,40,60
30.0,3.0,0.6,40,0
30.0,3.0,0.6,40,20
30.0,3.0,0.6,40,40
30.0,3.0,0.6,40,60
30.0,3.0,0.65,40,0
30.0,3.0,0.65,40,20
30.0,3.0,0.65,40,40
30.0,3.0,0.65,40,60
30.0,3.0,0.69,40,0
30.0,3.0,0.69,40,20
30.0,3.0,0.69,40,40
30.0,3.0,0.69,40,60
30.0,3.0,0.7,40,0
30.0,3.0,0.7,40,20
30.0,3.0,0.7,40,40
30.0,3.0,0.7,40,60
30.0,3.0,0.75,40,0
30.0,3.0,0.75,40,20
30.0,3.0,0.75,40,40
30.0,3.0,0.75,40,60
30.0,3.0,0.8,40,0
30.0,3.0,0.8,40,20
30.0,3.0,0.8,40,40
30.0,3.0,0.8,40,60
30.0,3.0,0.85,40,0
30.0,3.0,0.85,40,20
30.0,3.0,0.85,40,40
30.0,3.0,0.85,40,60
30.0,3.0,0.9,40,0
30.0,3.0,0.9,40,20
30.0,3.0,0.9,40,40
30.0,3.0,0.9,40,60
30.0,3.0,0.95,40,0
30.0,3.0,0.95,40,20
30.0,3.0,0.95,40,40
30.0,3.0,0.95,40,60
30.0,3.0,1.0,40,0
30.0,3.0,1.0,40,20
30.0,3.0,1.0,40,40
30.0,3.0,1.0,40,60
30.0,10.0,0.0,40,0
30.0,10.0,0.0,40,20
30.0,10.0,0.0,40,40
30.0,10.0,0.0,40,60
30.0,10.0,0.05,40,0
30.0,10.0,0.05,40,20
30.0,10.0,0.05,40,40
30.0,10.0,0.05,40,60
30.0,10.0,0.1,40,0
30.0,10.0,0.1,40,20
30.0,10.0,0.1,40,40
30.0,10.0,0.1,40,60
30.0,10.0,0.15,40,0
30.0,10.0,0.15,40,20
30.0,10.0,0.15,40,40
30.0,10.0,0.15,40,60
30.0,10.0,0.2,40,0
30.0,10.0,0.2,40,20
30.0,10.0,0.2,40,40
30.0,10.0,0.2,40,60
30.0,10.0,0.25,40,0
30.0,10.0,0.25,40,20
30.0,10.0,0.25,40,40
30.0,10.0,0.25,40,60
30.0,10.0,0.3,40,0
30.0,10.0,0.3,40,20
30.0,10.0,0.3,40,40
30.0,10.0,0.3,40,60
30.0,10.0,0.35,40,0
30.0,10.0,0.35,40,20
30.0,10.0,0.35,40,40
30.0,10.0,0.35,40,60
30.0,10.0,0.4,40,0
30.0,10.0,0.4,40,20
30.0,10.0,0.4,40,40
30.0,10.0,0.4,40,60
30.0,10.0,0.45,40,0
30.0,10.0,0.45,40,20
30.0,10.0,0.45,40,40
30.0,10.0,0.45,40,60
30.0,10.0,0.5,40,0
30.0,10.0,0.5,40,20
30.0,10.0,0.5,40,40
30.0,10.0,0.5,40,60
30.0,10.0,0.55,40,0
30.0,10.0,0.55,40,20
30.0,10.0,0.55,40,40
30.0,10.0,0.55,40,60
30.0,10.0,0.6,40,0
30.0,10.0,0.6,40,20
30.0,10.0,0.6,40,40
30.0,10.0,0.6,40,60
30.0,10.0,0.65,40,0
30.0,10.0,0.65,40,20
30.0,10.0,0.65,40,40
30.0,10.0,0.65,40,60
30.0,10.0,0.69,40,0
30.0,10.0,0.69,40,20
30.0,10.0,0.69,40,40
30.0,10.0,0.69,40,60
30.0,10.0,0.7,40,0
30.0,10.0,0.7,40,20
30.0,10.0,0.7,40,40
30.0,10.0,0.7,40,60
30.0,10.0,0.75,40,0
30.0,10.0,0.75,40,20
30.0,10.0,0.75,40,40
30.0,10.0,0.75,40,60
30.0,10.0,0.8,40,0
30.0,10.0,0.8,40,20
30.0,10.0,0.8,40,40
30.0,10.0,0.8,40,60
30.0,10.0,0.85,40,0
30.0,10.0,0.85,40,20
30.0,10.0,0.85,40,40
30.0,10.0,0.85,40,60
30.0,10.0,0.9,40,0
30.0,10.0,0.9,40,20
30.0,10.0,0.9,40,40
30.0,10.0,0.9,40,60
30.0,10.0,0.95,40,0
30.0,10.0,0.95,40,20
30.0,10.0,0.95,40,40
30.0,10.0,0.95,40,60
30.0,10.0,1.0,40,0
30.0,10.0,1.0,40,20
30.0,10.0,1.0,40,40
30.0,10.0,1.0,40,60
30.0,30.0,0.0,40,0
30.0,30.0,0.0,40,20
30.0,30.0,0.0,40,40
30.0,30.0,0.0,40,60
30.0,30.0,0.05,40,0
30.0,30.0,0.05,40,20
30.0,30.0,0.05,40,40
30.0,30.0,0.05,40,60
30.0,30.0,0.1,40,0
30.0,30.0,0.1,40,20
30.0,30.0,0.1,40,40
30.0,30.0,0.1,40,60
30.0,30.0,0.15,40,0
30.0,30.0,0.15,40,20
30.0,30.0,0.15,40,40
30.0,30.0,0.15,40,60
30.0,30.0,0.2,40,0
30.0,30.0,0.2,40,20
30.0,30.0,0.2,40,40
